Gene,log2FC,p-value
ZNF619,-0.7188929552560521,0.038960068711497015
KLHL17,1.0297797683942744,0.039049792644481704
MIAT,0.7686118001134794,0.03913204840053948
UBXN10,-3.4719423899925763,0.039179920963545264
ZDHHC15,-1.8913459939134984,0.039415996377273714
ADORA3,-2.6709180006064193,0.039615483385596506
MITF,-1.6214733199518219,0.03964143038619096
DHX32,-1.821625816160747,0.03966671550051369
RND3,-1.5253184772548436,0.039831138408011786
SENP8,-2.1992753839662655,0.0398314159488437
PCIF1,0.9473052291402517,0.039859072296375246
FLVCR1,-0.9532503706697422,0.03999974676529933
DACT1,-1.009994877299025,0.04001574916845402
GMPR,-1.7546510446393988,0.04007122366647215
RSPH3,-2.6318045001895665,0.04016218417214425
DBT,-0.8693526539049495,0.04034695603731795
CREB3L2,-0.7952858422056608,0.04038787398146733
SULF1,-2.2272398179062227,0.04041727509064612
"CDRT4,FAM18B2,FAM18B2-CDRT4",-0.7462388065664451,0.04042176708194497
LINC00173,1.7390641627322418,0.04052855945271634
HLA-DMA,1.1122775077965006,0.04080349772239004
RNF144B,-1.205763446889552,0.04087354925975284
MREG,-1.6845407943118516,0.04090902287379326
ZNF37A,-0.8625062767063794,0.040953155240978305
ZNF296,0.7049261372106628,0.04096326743146212
TTC8,-2.0458234594484486,0.04111482122039461
POLI,-1.4966097366099467,0.04112692552596609
SCN8A,0.9408740462451366,0.041138076941568506
TMCO3,-1.0995787921327138,0.0412444446567464
AIFM2,-1.5755094978492863,0.04125697233056493
ALDOA,-1.2397449614839724,0.0413254180647674
FAM177A1,-1.5162939186093234,0.04144460753574836
SPATS2,-1.0984862634854156,0.041673881976290836
DYRK3,-1.1963267304711367,0.04171056959621504
DPY19L3,-0.5964222215932464,0.04179938506706637
TSN,-0.7241689589148921,0.041805312156173065
SIX2,-3.6098885210290694,0.041812062120448454
DACT3,-1.058098909709701,0.04181342830393587
UNC45A,1.3243179218039,0.04181878649092101
EXOSC4,-1.1017696175054623,0.04188066275190315
PRR15,-2.4947360798163256,0.041881737498997616
WDSUB1,-1.4987909948767215,0.04202405796069847
VKORC1L1,-1.5328561111022647,0.042080975079220935
TRABD,1.3946842234810948,0.04211763548030863
KIAA1279,-1.4908424771292745,0.042142565244920854
LYPLAL1,-0.9089426300063526,0.04219432143829642
LDOC1,-1.3722153202454468,0.04220957908807442
HEG1,-0.6599542430055487,0.04224622520972427
SH2D4A,-1.8265528007901248,0.04225643499405481
SCP2,-1.5256978352564876,0.04226638772969412
WLS,-2.5071386009073198,0.04233950086026935
LOC100129961,0.6571401322047319,0.04238457323747147
C1orf9,-1.3516423656714518,0.04241306821358048
ZNF280D,-1.6565564047319472,0.04273628715108618
ABHD3,-1.141127669430173,0.04276941536336461
MATN3,-2.5239757675311427,0.04278246864547206
GFPT1,-1.619648749892231,0.042896910599914684
NIPAL3,-0.6432034703449874,0.042985496789961906
"ARMCX5,ARMCX5-GPRASP2,GPRASP2",-0.976812659289505,0.04308823371537098
ZFP64,-0.63088797469025,0.04314970960222083
LMAN2L,-1.3827628591182188,0.04326342272252328
C11orf54,-0.6525618464105598,0.04330614458886923
HHAT,-0.9646160763345109,0.04334941369239752
PEX11B,-0.8366824084365261,0.04363292967158898
SLC22A5,-1.9995373170610558,0.04370199308776606
PRKACA,-1.289323144111128,0.04370950775155812
ARHGAP18,-1.3382715753494847,0.04383185159365178
ZDHHC17,-1.1891582416466275,0.04384153491005254
UBC,-1.0602496296355222,0.04390275494327977
TBC1D10C,1.3275791102423806,0.043956240426640314
GABARAP,-1.125686114758345,0.04407551659131607
PEX11A,-1.995241677649584,0.044164287114453735
SNX12,-0.7961611340778547,0.04418083495392574
LOC728743,1.118812255050095,0.044372964092387335
RAPGEF1,1.0172754761528613,0.044413877904739565
MKNK1,-1.333202525534551,0.04448418245629284
RAD23B,-1.0421831488675086,0.04457532596685504
PSMC1,-1.394096587054939,0.04463347340171462
BACE1,-1.082238495951179,0.04467237839836113
KCNJ8,-1.3942586263662515,0.04481696501541936
MIR100HG,-1.0804213103550722,0.04481846789859267
KIAA1671,-1.1153989754993707,0.04485217134872684
KLHDC10,-0.6084014623941278,0.04488707305912645
TMEM30B,-2.066698839920404,0.04489266307928724
C1S,-0.921084649470747,0.044956487010660955
ACACB,1.0277039956132041,0.044983599276392984
SRI,-0.9437555997954399,0.045068474239820515
CCDC120,-1.1402093352498757,0.04508487588716347
SP1,-0.9536080390716686,0.04528111339781282
EPCAM,-3.215034923430231,0.04537123967713812
TIPARP,-2.367423005020552,0.04544097056400475
"GALNT4,POC1B,POC1B-GALNT4",-0.8905133333322444,0.04555359289670451
SPRY3,-0.8202907878719898,0.045594060279103725
SERINC2,-2.904741888790762,0.045765885567191
DNASE2,-1.0196117735191592,0.04579032361394499
PPM1H,-3.678780138190479,0.04582390741095222
PRPH,0.9852700094422677,0.046075655372877555
NAALADL2,-2.625835971961124,0.046092421090973675
NLGN3,0.8556435997473423,0.0460934834083685
RASGRP3,1.007916877150631,0.04611961749702634
ITFG1,-1.4016978318749809,0.04612514842055317
ACAT2,-0.790508191134025,0.04616149999952095
FGF2,-1.281305867767436,0.04622097484067281
DNAJB12,-0.8336438461221447,0.04634856493713358
KIAA1549,-2.1986455685887702,0.04637525142336892
KCNJ11,-2.980533588853,0.04637777914131742
LOC100506730,-1.2572464761478621,0.04639716520406915
NDUFB9,-1.5069952399696254,0.046519912737834
MYO6,-2.349252933042689,0.046573594309343644
ADK,-0.7811301101300558,0.046649096108055746
TTC30B,-2.1305686604528886,0.04690542250995555
ZNF18,1.3108756927656626,0.04693452040159879
TMCO1,-1.5312135867712446,0.04696079856434117
FAM151B,-2.7740169372780503,0.04709121941539989
WRB,-1.6438812831648777,0.047258370772758004
RALGPS1,-1.1396810033371498,0.047342317544168865
APOLD1,1.6075697770198016,0.047522555292059884
YIPF2,-0.9637165180394973,0.04770905131528439
WASF2,-0.7303576054436758,0.0477501697203372
GLI3,-1.8647757226024324,0.04790074589444224
FHL2,-2.5065282719235715,0.04791159988926551
C8orf55,-1.5363479733187457,0.047924946379908656
LHPP,1.1026231537006952,0.047932400414786844
C3orf64,-0.7088311784762205,0.048115258114532065
DOLPP1,-1.0788125076533956,0.0484077343160129
P2RX2,1.22214683244901,0.04843668390122994
RIN2,-1.8638405238996607,0.04845981313503183
PRDX1,-1.2634761765057467,0.04846195371000873
PIP5K1A,-1.278677283096636,0.04849149437106374
AIG1,-1.622638286924421,0.04855798041900614
SPG7,1.488627696524981,0.04872234780875275
WDR81,1.800512055789158,0.04873813219756349
ABCC3,1.3807334541839484,0.048862975088003656
SEL1L3,1.12817139526353,0.04887607967275823
BIN1,1.0909950502028156,0.048891193789323106
N6AMT2,-1.5872271810199643,0.048962155723320744
QDPR,-2.143476815912492,0.04898884893914747
P2RY13,-1.1027359308545759,0.04899399357774711
LOC100506795,-1.6978371922165696,0.049001351489941024
MOCS1,-1.0178015468442339,0.04900410780176088
MTL5,-2.4856720330267987,0.049012433217858656
"FAM133B,LOC728066",-0.871756615335376,0.0490461128554942
ACSF3,0.687582569780234,0.04907202908635157
NUDT16L1,-1.150110257823446,0.049125800601749245
KIAA1324,-2.83929035409723,0.049178285980885354
CYB5A,-2.1163682016560657,0.049239606821154976
SORT1,-1.8710253093516047,0.0493121709633603
SH3D19,-1.7651712860359168,0.04934703331852823
LOC100505483,-0.7675663161352015,0.04937320556176162
MESDC2,-0.8538694332321648,0.04937811064161485
CCR1,-0.9138740705128481,0.04945887216591975
GCGR,2.9168148803571783,0.04952202153966087
ACVR1,-0.6761990700823091,0.049530917230804834
TRIB3,-0.7697922795041992,0.0496150626241387
ZDHHC5,-0.5085462411268074,0.04961587078989723
VTI1B,-1.216207110272133,0.04961788171087587
RORC,-1.924199855207812,0.049663238586996575
NFASC,-0.9439751879734438,0.049767083775445926
NSRP1,-0.5988918839819166,0.049797603457634766
ZDHHC4,-0.9093614481767207,0.04980338057004804
